PC1,PC2,PC3,PC4,p(Home),p(Draw),p(Away),Result
1.381711097144394,-1.6211200368446481,0.2547700242086642,-0.4971414259551187,0.457,0.258,0.285,1
-1.0882446053697685,-0.3392121918501146,0.5896692664576557,0.7414067612861907,0.457,0.258,0.285,0
0.28470503467835556,-0.40410652212641074,0.4858236677674075,-0.33468806886517294,0.457,0.258,0.285,0
1.9338989011979395,0.5881813292515579,-0.2615602056538862,1.0000527896105869,0.457,0.258,0.285,0
-0.7482225029316782,1.2280303573396183,0.15574279440530708,-0.5728208923927085,0.457,0.258,0.285,-1
-0.10361832951495681,-1.1558126443074626,0.8305931605813803,-1.4041495495152236,0.457,0.258,0.285,1
-0.8336599187623707,0.10394016933030936,0.3012185743168117,0.16681323593602881,0.457,0.258,0.285,-1
1.701813592315925,2.7220654573771363,0.2519601563231309,0.4875693220718806,0.457,0.258,0.285,-1
-0.10460131071095446,0.7015227212765501,-0.9674664921676894,0.7767931655192396,0.457,0.258,0.285,1
0.3506902099391515,-2.6726972762912005,0.82662295980944,-0.34537622002771495,0.457,0.258,0.285,1
1.7756194544386792,-1.565749539635583,0.19876720845489634,-0.9123686787727316,0.457,0.258,0.285,1
-3.0305489930773883,-0.6114907873480119,2.602099840219358,-0.27933347553913385,0.457,0.258,0.285,-1
-0.3223284777501179,1.1982999280621764,0.44018611707654925,-1.3170065326085767,0.457,0.258,0.285,1
-0.2108400040248737,1.0089225923302951,1.6559272361519852,-2.3081228696758918,0.457,0.258,0.285,1
0.7391310822487035,-0.6549691607753888,-1.1518375717102225,-0.6699220075583758,0.457,0.258,0.285,0
-0.22098828498817433,3.0632596175512905,1.5465809243768276,-1.1388496694945176,0.457,0.258,0.285,1
-3.388639431577961,0.8162224864575763,1.9014520084645503,0.608039615898932,0.457,0.258,0.285,-1
-1.475121125271253,2.3674973861136537,3.149499406501474,0.589308719716337,0.457,0.258,0.285,-1
-1.2607080996596476,2.289085926205213,0.47726649683521927,-1.427913953033253,0.457,0.258,0.285,1
-0.21612435679540687,3.9730541175535543,1.6024202263071021,-0.31215923930892214,0.457,0.258,0.285,-1
1.1844449051056292,-3.5240864158942498,0.6375708861291749,0.6307777543348667,0.457,0.258,0.285,1
0.34212574157681475,-2.1155511524517623,0.20031047737152669,0.07086041453151191,0.457,0.258,0.285,1
-1.3275493270651624,-0.6332634245276377,0.04819579426153561,-0.18909311809371723,0.457,0.258,0.285,1
0.41394315328187814,-0.8058502426646896,-0.5479603971339816,0.5890946233194305,0.457,0.258,0.285,1
1.7591924892505435,1.5246720140311003,0.4934127529831099,-0.06875637675995988,0.457,0.258,0.285,-1
-0.21344467695238578,1.2394254192299141,1.6956241261687177,0.47787905030926364,0.457,0.258,0.285,0
1.8073642345277672,1.7084589072739644,0.7112289352363801,0.3127198164943529,0.457,0.258,0.285,0
-0.6277386106161945,-0.18952424963546155,-0.9578791829318961,-0.9361619913097895,0.457,0.258,0.285,-1
-1.1052207550524766,1.3845694012192205,0.2673694613819239,0.7614719757281445,0.457,0.258,0.285,1
-0.0002525099183530252,1.4118754721518765,-1.4289713947579308,-0.16691952090099774,0.457,0.258,0.285,-1
4.257272312465268,-0.6863720803724066,1.1463200730907113,0.4892655481943691,0.457,0.258,0.285,1
0.5118530732766631,-2.0117510668460796,0.6558682292751894,0.4905435101981074,0.457,0.258,0.285,1
0.1645383350462836,-1.6185453078517043,-1.6345234531215156,0.5173122158218033,0.457,0.258,0.285,1
-0.22366434390271012,-1.5283623780794986,-0.959552414007484,0.311663170910159,0.457,0.258,0.285,1
-1.42768757770132,0.9046818967865059,0.32571597560222765,-0.5374634096821973,0.457,0.258,0.285,0
-0.14121574160602596,-0.019424081399998773,0.17366803731827896,-0.24198565706586478,0.457,0.258,0.285,0
-0.581058658629887,-0.5224856920954535,0.3249520415607429,0.5256288301874529,0.457,0.258,0.285,-1
-0.5715348505526334,1.837723437880851,1.3059282694429875,0.5749220494952132,0.457,0.258,0.285,1
0.920405810361259,2.7832743817295573,0.2513112237951567,-0.453458817801069,0.457,0.258,0.285,0
-0.1866690639457243,0.6095427984873306,-0.31680133312921976,1.5742129577815012,0.457,0.258,0.285,1
2.6433634255984555,-0.9384723092840092,-0.4029193476241648,-0.9815510679029055,0.457,0.258,0.285,0
0.9246810301575574,0.8655855921398311,-1.0493996266653423,-0.9469114510122965,0.457,0.258,0.285,-1
-1.2656538591685922,-0.7514128247285145,1.0378182214617526,-0.8088438167482985,0.457,0.258,0.285,0
-0.08735195905050865,-0.14157180324053298,-0.024602042429685576,0.3570436787351027,0.457,0.258,0.285,1
0.47022338011489256,-0.871455490327326,-0.013068558534433849,-2.293690425922893,0.457,0.258,0.285,1
-0.23411600743034722,0.0934072493524585,0.2471433341125062,0.20200318661732614,0.457,0.258,0.285,1
1.5853649916102823,3.002102841577553,0.2996144939707555,-0.581352870184059,0.457,0.258,0.285,-1
-2.0165157533229747,0.004907409987355996,-0.33631358575439885,0.9314976138917518,0.457,0.258,0.285,1
0.18751793880286513,2.5512532244411754,0.17600237201103985,-0.014426362399252622,0.457,0.258,0.285,-1
0.2100544351365548,-2.6271669163176643,1.022528098596557,-0.27600838461474586,0.457,0.258,0.285,1
-0.7672092589164009,0.22144721676727463,0.428257233129489,0.10570362024542365,0.457,0.258,0.285,1
-1.6349199402335648,-0.948893042719736,1.1916766081680459,-0.5322014494285122,0.457,0.258,0.285,1
-1.0982492442344174,-1.5233669135994505,-0.4213525068206111,0.6584534525879263,0.457,0.258,0.285,1
2.1722096844539354,3.0594483139887565,-0.9797131465515138,0.1924469549867087,0.457,0.258,0.285,-1
0.3394177433155402,1.5282277523324879,-1.0273695197017343,-1.1121389068004026,0.457,0.258,0.285,-1
1.4264738815325113,2.0246813734614584,-0.6273645931984637,0.9804750142683101,0.457,0.258,0.285,0
2.4273645430673825,0.7526728787044008,-0.4981107983999237,0.5133932623995646,0.457,0.258,0.285,0
0.23970617432611122,-1.3658999452840863,1.4246431947814773,0.0510466780136416,0.457,0.258,0.285,1
-0.6110375403713123,-0.8790978450552804,-0.08945993637004385,0.7077329722003436,0.457,0.258,0.285,0
0.33067402457117256,-3.0874631614017263,1.2445728803126488,0.26838783802558275,0.457,0.258,0.285,1
3.3120011262240263,-1.998996739359453,-0.6570225047209716,-0.10653872102435656,0.457,0.258,0.285,1
2.183058927847891,-1.137808709855016,-0.665417598588972,-0.49432760856703284,0.457,0.258,0.285,0
3.5222634766854592,0.2584571182245995,1.070372422608902,0.20305707672936538,0.457,0.258,0.285,1
0.91500755747993,-1.2144675195999186,-2.0380556969979087,0.12099457445190047,0.457,0.258,0.285,0
-1.2277164684380735,1.1619533029902216,0.3178314984944698,-0.6351179622347468,0.457,0.258,0.285,0
-1.4992333011363512,0.5813364711422038,0.5476411944957662,-0.29021127030610905,0.457,0.258,0.285,0
-1.4736203221982063,-0.2823897084575841,0.5066934370867866,-0.552682886961226,0.457,0.258,0.285,1
-1.118763209768875,0.9826132548057912,0.8935294901308096,-0.12970162931392162,0.457,0.258,0.285,1
-2.186944446937986,0.7720998984726629,-0.4704803880214137,-0.23248483636341813,0.457,0.258,0.285,0
-0.00824796647125808,2.3475114069624023,0.7438062869237541,-0.06262766337016241,0.457,0.258,0.285,1
-1.295729007614602,-0.39194593949641854,0.00669733473159347,-0.1774169611794172,0.457,0.258,0.285,1
1.513918091571424,1.2615129329656238,1.0622882227507038,-1.017500645198833,0.457,0.258,0.285,0
3.1648966483357657,2.026533469699115,-0.5845549508076713,-0.04955388183234991,0.457,0.258,0.285,-1
-0.24116820280480455,-1.1109780770885571,-0.0669071691121596,0.544046760928754,0.457,0.258,0.285,1
-0.47920533665750964,-2.095364034953519,1.1710842706230447,-0.03527663982027864,0.457,0.258,0.285,1
1.0932054130370172,0.7651795383528787,-0.9923911907814771,-1.0390943016484973,0.457,0.258,0.285,-1
-1.569101507215813,-0.1573155157801518,-0.14246765344489898,0.7945582249771747,0.457,0.258,0.285,-1
0.7214331512448906,2.2788064014272043,0.16427178778342583,-0.1804085526817721,0.457,0.258,0.285,-1
-0.7120866841937307,0.2523338030470816,-0.5363951217733591,1.2012085637215253,0.457,0.258,0.285,0
0.13794003346903852,-3.093549789690783,0.8946207124724581,-0.40677737362924454,0.457,0.258,0.285,0
2.488156195774602,-3.0255993574270805,0.07265811138243403,0.5419748077350915,0.457,0.258,0.285,1
1.0550768931729777,-1.676037426256666,-0.04876543579425744,-0.3144993501193277,0.457,0.258,0.285,0
2.5470909583598935,-0.5120029835221943,0.8616335503545076,0.5507938216741393,0.457,0.258,0.285,0
2.6628708364202036,0.7968627398431605,0.011240546822964468,1.7720701961268672,0.457,0.258,0.285,-1
-1.7660538498242053,0.4527363079066895,-0.28905725085170336,-1.027563182759896,0.457,0.258,0.285,0
-0.028610895855666223,1.0368945794573068,-0.1856238973911392,-0.3412619406805364,0.457,0.258,0.285,0
-1.3673770407209351,-0.6127703425708821,0.2624462454333723,-0.27593528381597104,0.457,0.258,0.285,1
-0.4955809309695592,0.6114135102547222,0.08953363661424424,-0.5158635641723178,0.457,0.258,0.285,1
-1.0872596897504583,1.465739027167365,0.5548872403228814,0.7948506885945269,0.457,0.258,0.285,-1
-1.7338628237119689,0.028311736188492045,-0.19935352571291937,0.13391917638850814,0.457,0.258,0.285,0
1.5392285201616664,-3.84686239951624,0.23158281107961595,0.8448757287035366,0.457,0.258,0.285,1
0.9807587188083263,-1.2632715341149843,0.5752104588051516,-0.18146478965208904,0.457,0.258,0.285,0
0.4108704177356612,0.6156329586163098,0.2397158721298081,0.5583133785785654,0.457,0.258,0.285,0
1.1591423134739813,1.2408170167422483,0.4672183859029837,0.3707832427542642,0.457,0.258,0.285,1
-0.22035238418899297,-1.3691412705422792,-0.7781772564003712,0.7827253588760938,0.457,0.258,0.285,0
-0.7502021574118775,-1.2677265366316626,-0.05862111950761416,0.203519773867151,0.457,0.258,0.285,1
0.4810819799145132,2.6849747512494866,0.7584711065701442,-0.4556929582069682,0.457,0.258,0.285,1
-0.7245266655582183,-0.16192590349962457,0.05619395176450865,0.30495670998903135,0.457,0.258,0.285,1
-1.7109323057754395,0.8173586346951762,0.08452915119707,0.4520668150423947,0.457,0.258,0.285,-1
0.9683288458500448,-2.970332476500578,0.2668599698756101,-0.4734887745329124,0.457,0.258,0.285,1
-0.4256597046552454,-1.3681361953563127,0.43218124978486167,-0.1253275504376958,0.457,0.258,0.285,1
-0.4821878717325927,2.1627574406222605,0.9844796333793275,0.07150736976973589,0.457,0.258,0.285,-1
0.8187256162299255,3.0990683643206944,0.9486162204056617,-0.1927822699874709,0.457,0.258,0.285,-1
-0.5947777640707114,0.7828595408420378,-0.6483773533519416,-0.2676890887923297,0.457,0.258,0.285,1
-0.8137892732848501,0.9007491966820156,-0.501973912440913,0.20654743144468388,0.457,0.258,0.285,-1
1.2804271158259721,-1.7549783201757276,0.05400658543086629,-0.594023842461432,0.457,0.258,0.285,1
2.3950785195827953,3.0654497800275857,0.3176333116052538,-0.6861855742073202,0.457,0.258,0.285,-1
1.075724441654456,-0.5862856545930824,0.271540968667971,-0.8640924261747683,0.457,0.258,0.285,1
0.08318912821036559,0.9212985365462362,0.08561317352784248,-0.6174670421788074,0.457,0.258,0.285,0
-1.207384798744168,-1.2940461647913024,-0.2548451266468931,0.1778571193536064,0.457,0.258,0.285,-1
4.405974228860887,-1.2894071576746207,0.4212222726535336,0.46875604171667634,0.457,0.258,0.285,-1
0.49671041461725757,-1.6254435601555237,0.7599708736905291,0.2366364901835913,0.457,0.258,0.285,1
-1.3339297255289984,-0.678153364016288,-0.2457262932187796,-0.16830863431159376,0.457,0.258,0.285,-1
-1.5135020099547982,-1.4125266656760682,-0.15235293685991158,0.37533040002707047,0.457,0.258,0.285,0
0.5728521158802032,0.48009798327976555,0.3396732276453746,0.4731002633129352,0.457,0.258,0.285,-1
0.11042334341370888,-0.9964443540142638,-0.7489151447200937,-0.14961915254434188,0.457,0.258,0.285,1
-2.08390027054101,-0.261043668845632,0.2521044544873112,0.3823360061998788,0.457,0.258,0.285,0
0.074250267053024,0.10627094879274697,-0.3681911515522834,0.24134831324363026,0.457,0.258,0.285,-1
-1.2331489974312162,0.7060434526225108,-0.09031483129966383,0.9250661385075949,0.457,0.258,0.285,0
2.7311273081678626,-1.1845399716661926,1.4812559095701994,0.47377336738185244,0.457,0.258,0.285,1
0.577902752769356,-1.97004829426118,1.1683366302249192,-0.7148608140809359,0.457,0.258,0.285,1
0.5938340449259608,-0.5758300761549862,1.289657438451382,-0.6552204721299577,0.457,0.258,0.285,1
0.05954362740954462,0.986523558663697,1.1401566914325054,0.5336646452388815,0.457,0.258,0.285,-1
-0.26853059909955507,0.2712712864370813,0.3388738998668068,-0.23207142557779464,0.457,0.258,0.285,1
1.4394225629210826,2.0238041998449936,0.5924224895277673,-0.4889318489083375,0.457,0.258,0.285,0
-2.003432867203653,-1.599767924275077,1.4325843442803006,1.1788048743393609,0.457,0.258,0.285,-1
-1.2746788306107364,0.0798751322486495,-0.2184265171578191,-0.21725371459511583,0.457,0.258,0.285,1
-2.6151059833402464,-1.1324854732707934,0.5457114599320423,1.031431094781891,0.457,0.258,0.285,0
-2.630916925232389,-1.3546042289130154,-0.3352614812900496,1.6290714042539858,0.457,0.258,0.285,-1
0.784447926087433,-3.160321550277904,2.216070361052731,1.7009075026854827,0.457,0.258,0.285,0
1.5096785045065042,-1.8812285474057628,0.3788336098802197,0.17241919024914099,0.457,0.258,0.285,1
3.2149572136083675,1.280527259041518,0.45217979245186973,-0.044371471753380444,0.457,0.258,0.285,1
0.8402364832199278,1.7908167320937,0.5288666843187013,-0.2288429300735954,0.457,0.258,0.285,-1
0.17508232248423614,-1.6057218462548626,0.8339900274252925,-0.49644779902123176,0.457,0.258,0.285,1
-0.5224559117134812,0.48806406092033655,0.3681402594277871,-0.6120646290724356,0.457,0.258,0.285,0
2.473721600447939,2.0669017430342977,0.15991458295101388,-0.16552508619816308,0.457,0.258,0.285,1
-1.8305279623321085,1.122860693820999,-0.013589593669816064,-0.05597010532963528,0.457,0.258,0.285,0
-0.10544860969884212,1.9252699084799003,-0.15726866982878937,-0.9016695120345981,0.457,0.258,0.285,1
-1.5628824141648958,-0.05079636989149001,-0.2786336048330336,0.3416934285395425,0.457,0.258,0.285,1
-1.6161992025704075,-0.09511443902527952,-1.0378998328856124,0.06524858434578672,0.457,0.258,0.285,1
1.3409047881077325,-2.458804818890729,0.9461671881744305,0.4086306226937676,0.457,0.258,0.285,1
2.372815970127813,-0.6587708267963566,0.9133364117634326,0.9001689752637402,0.457,0.258,0.285,1
-0.6929221028133257,-0.7649244128797758,0.2475306899384356,0.8752909736746977,0.457,0.258,0.285,1
-0.0007007449107293521,-1.1349795030396803,-0.9087514538675364,-0.3129143296588391,0.457,0.258,0.285,1
1.5064073656963044,2.643251819795844,1.2861325050723997,-0.8357800859878002,0.457,0.258,0.285,-1
0.7147310908740084,1.4112518837760608,0.22221765045213449,-0.7266965830387263,0.457,0.258,0.285,1
2.116116486098424,1.3271925019746458,0.0011655602310401735,0.30426914469737637,0.457,0.258,0.285,-1
-1.1226979657934675,-0.5416434476882785,-0.09345581216068849,0.24928406414903437,0.457,0.258,0.285,1
-1.7089776133266195,0.9420850734339523,-0.7132826574768093,-0.570222065170141,0.457,0.258,0.285,-1
-1.7686521059888285,0.3367793332590404,-0.5746620683875817,0.23265215439694645,0.457,0.258,0.285,0
1.638689434544524,-2.079797709360234,-0.18466212283965802,0.48072627476079427,0.457,0.258,0.285,1
1.201308979450511,2.861778322197385,1.4053777026012462,-0.37081624643581834,0.457,0.258,0.285,-1
1.2501688923847574,-0.5124460933184847,-0.3175793936765901,-0.5942647692611497,0.457,0.258,0.285,1
0.3067816033317851,1.0283632678386792,0.04983114204814306,-0.9772766483813586,0.457,0.258,0.285,0
-1.8872270422447304,0.02141632288095382,-0.36674439956464,-0.5954989608797358,0.457,0.258,0.285,1
0.5175744297756038,-0.800877577679439,0.6973769552075081,-0.39775961308988433,0.457,0.258,0.285,-1
-2.0278087826473854,-0.3084109735692223,-0.03002469856016991,0.41541997316787443,0.457,0.258,0.285,0
-0.9563853615046034,-0.38236635336775543,0.030991578780634247,1.8513316247664344,0.457,0.258,0.285,0
1.2813545197303846,2.403671267398723,-0.7366040691642364,0.011820158870821981,0.457,0.258,0.285,-1
1.845764887274233,-2.5749133515977847,0.34425897383432835,0.04498575262846286,0.457,0.258,0.285,1
4.248456610761321,-0.3354314128075134,-0.7230981721566364,0.08077191345338305,0.457,0.258,0.285,0
-1.8623060028096614,0.11667133283649715,0.5213187390414793,-0.8331641237613054,0.457,0.258,0.285,1
0.21596567008592163,-1.600993929281098,0.7238371918522173,1.2117182998488867,0.457,0.258,0.285,1
-0.35286138159914887,0.4769445743557188,0.22984671235148396,-0.6367298518086163,0.457,0.258,0.285,0
-0.626857458420297,1.11087707493337,-0.11089090524841358,-0.48287207513241803,0.457,0.258,0.285,0
-0.5424692962735632,-2.012844515317618,1.0183908856876562,-0.4335759935776066,0.457,0.258,0.285,1
-1.2113336936456476,0.22734463606662064,-0.05407802552398547,0.49450690055222174,0.457,0.258,0.285,1
-0.537912019461446,-0.12187785994641874,-0.5174928550141444,1.2263978914095957,0.457,0.258,0.285,1
1.5040692595667475,2.877841456444313,0.11283233981986404,0.8365529412519727,0.457,0.258,0.285,-1
