PC1,PC2,PC3,p(Home),p(Draw),p(Away),Result
2.3273031022694783,-1.789517429734933,-0.5477127901913793,0.457,0.258,0.285,0
1.0205839410062523,-1.5367663142706478,0.018746079235467353,0.457,0.258,0.285,1
1.6614950161960282,1.3915584093589322,-0.5934439176388828,0.457,0.258,0.285,-1
0.5965715298322379,-0.6813461223149087,-1.530235542910247,0.457,0.258,0.285,1
1.1313564884122131,0.9302915960464782,0.10300739119228848,0.457,0.258,0.285,1
1.3984594588559724,-0.7759545998280353,-1.1806839164237604,0.457,0.258,0.285,-1
0.9597150963146631,1.4939966823442503,-1.0736305302172637,0.457,0.258,0.285,1
-0.11004317226719244,-0.29745188149442386,-0.9482927482003672,0.457,0.258,0.285,1
-0.09402083671492467,0.9225686136784235,-1.1786312326944244,0.457,0.258,0.285,1
2.3974509343952213,-2.099717225771869,-1.0226378700290897,0.457,0.258,0.285,1
2.3565203275469075,-1.3722799125940253,-0.3417690516414247,0.457,0.258,0.285,1
2.101711498063152,-0.7457151255986122,0.44137430662174737,0.457,0.258,0.285,0
0.9960226076868263,2.0072055332866943,-0.2860528441463571,0.457,0.258,0.285,1
1.3080174120317185,0.8874828193368655,-1.0632780787039906,0.457,0.258,0.285,-1
1.5390759679770323,2.667736658131965,-0.46037305923307525,0.457,0.258,0.285,-1
-0.1654524004246619,0.39181697376693614,-0.7483885684523388,0.457,0.258,0.285,1
1.6356148548708598,-1.6508040869566463,-1.0343957033987754,0.457,0.258,0.285,1
0.7847203847502427,-0.1706704956367397,-1.7672180420769426,0.457,0.258,0.285,1
0.3266715568036449,-0.41016527775217004,-1.2265110882437158,0.457,0.258,0.285,1
0.4775752213109922,-0.6115553774046584,-1.5000135981859481,0.457,0.258,0.285,1
1.648760301364042,-2.5840174221121326,-0.5297248672270055,0.457,0.258,0.285,1
2.271137147749766,0.5533734768146001,0.07858397041774053,0.457,0.258,0.285,1
1.4847687528629125,-0.5657534302884699,-0.8559464416867881,0.457,0.258,0.285,1
0.0375890129754187,0.698503050771989,-1.3690023459712863,0.457,0.258,0.285,0
1.0624197126010175,-0.13893916533731626,-1.7397907076111916,0.457,0.258,0.285,1
1.464916745105161,1.4740339333897388,-0.16704555222529116,0.457,0.258,0.285,1
-0.13106716645578959,0.04912370476101245,-1.1452411224333956,0.457,0.258,0.285,0
0.20455538515727106,-0.15519078706499967,-1.9314819499298064,0.457,0.258,0.285,-1
0.9075900169373008,1.6504411514138941,0.2514338427085849,0.457,0.258,0.285,1
2.221905248956442,-2.0476830510555106,-0.4703618856782533,0.457,0.258,0.285,1
3.305325000946237,0.611895549239322,0.5395951627746514,0.457,0.258,0.285,1
1.3969894464884056,-1.7319605951350472,-0.472093727529121,0.457,0.258,0.285,1
0.4171947539063859,-0.04069141455283727,-1.6714554799287342,0.457,0.258,0.285,-1
1.5271381942403697,0.49788318591471264,-0.8350946505253957,0.457,0.258,0.285,-1
0.22641656398356577,-0.6148873667648268,-1.7795789312077608,0.457,0.258,0.285,-1
2.1848635950011412,-0.3780656659416462,0.5996802905672288,0.457,0.258,0.285,-1
2.0467983096808116,2.1414029252549382,-0.572892045763485,0.457,0.258,0.285,-1
1.1633979635696035,-0.010560142165650528,-1.5504735342668339,0.457,0.258,0.285,1
-0.2868907307438778,0.6378717338139591,-1.383370895999318,0.457,0.258,0.285,-1
-0.35857989707326415,0.027380732194933335,-1.0200532220313638,0.457,0.258,0.285,0
1.406781972579977,-2.0821312317526295,0.16068861871507428,0.457,0.258,0.285,1
1.7665798550929273,-1.2053413630930052,-0.5006574700587585,0.457,0.258,0.285,-1
0.5931560761284808,-0.305625747214777,-1.5836091348520538,0.457,0.258,0.285,0
0.8094505477693923,-1.3873872665338534,-1.1746832797978806,0.457,0.258,0.285,0
0.4583545196840051,-0.5373116870050457,-1.6687126124445666,0.457,0.258,0.285,0
0.33477746050045226,0.014548326004838732,-1.3973368547297245,0.457,0.258,0.285,-1
1.5491910394510036,0.7480331507503342,-0.7084554612232125,0.457,0.258,0.285,1
2.021410853688191,1.5290282534265691,-0.9769009375750182,0.457,0.258,0.285,-1
1.6889072877357465,1.9374452708501277,-0.16297157231935008,0.457,0.258,0.285,-1
